CustomerID,Name,Gender,Age,Country,AnnualIncome,PurchaseCount
1378,Jennifer Parks,Non-Binary,47,Liechtenstein,96274,21
1379,William Wolfe,Male,48,French Southern Territories,45963,58
1380,Michael Smith,Male,66,Cook Islands,63954,5
1381,Kevin Nguyen,Female,22,Spain,92309,52
1382,Debbie Dunn,Female,79,Iran,122120,45
1383,John Austin,Female,77,China,115430,85
1384,Jonathan Clark,Female,61,Brazil,20717,93
1385,Jacqueline Dickerson,Male,67,Romania,31676,20
1386,Christopher Anderson,Male,31,Congo,24434,61
1387,Crystal Garcia,Female,70,Anguilla,69810,38
1388,David Reynolds,Female,73,Andorra,123361,20
1389,Charles Haley,Male,28,Monaco,138696,25
1390,Robert Thompson,Female,26,Jordan,114636,2
1391,Dr. Samuel Holmes DDS,Male,51,Cocos (Keeling) Islands,24994,32
1392,Elizabeth Hart,Male,29,Guernsey,24234,26
1393,Jennifer Vaughn,Male,52,Marshall Islands,89300,70
1394,Robert Woods,Male,52,Tokelau,63949,41
1395,Joanna Cook,Female,18,Malta,57405,67
1396,Justin Frederick,Female,57,Philippines,54872,97
1397,Alejandro Martinez,Female,39,Guinea,62215,1
1398,Tracey Gonzalez,Female,77,Kiribati,43185,51
1399,Mariah Thompson,Male,46,Japan,63442,5
1400,Heather Nunez,Male,25,Romania,143263,13
1401,Dr. Steve James,Male,28,Japan,71759,19
1402,Mark Thomas,Male,58,Nauru,61153,12
1403,Robert Rogers,Male,54,El Salvador,97535,48
1404,Laura Sweeney,Female,31,Luxembourg,122023,25
1405,Christopher Perez,Male,77,Antarctica (the territory South of 60 deg S),22581,57
1406,Eddie Adams,Male,47,Costa Rica,71717,35
1407,Denise Wallace,Female,52,British Indian Ocean Territory (Chagos Archipelago),22763,76
1408,Heidi Matthews,Female,38,Moldova,112910,94
1409,Jennifer White,Male,54,Albania,75480,5
1410,Nicholas Stanley,Female,22,Grenada,58759,98
1411,Mercedes Miller,Male,36,Congo,96067,22
1412,Brian Brown,Male,76,Paraguay,138094,77
1413,Kimberly Johnson,Male,31,Spain,45307,57
1414,Phillip Miller,Female,43,Tunisia,116371,47
1415,Christopher Pena,Male,79,Singapore,31064,54
1416,Ellen Wright,Male,21,Cook Islands,96848,3
1417,Mark Anderson,Female,42,Netherlands,57548,53
1418,Alyssa Alvarado,Male,62,Iraq,56945,84
1419,Erika Alvarez,Non-Binary,59,Cayman Islands,67937,31
1420,Kimberly Nelson,Male,42,Swaziland,26476,69
1421,Wayne Wolfe,Female,35,Sudan,71756,88
1422,Kyle Welch,Female,57,Uruguay,110101,33
1423,Kristy Mills,Non-Binary,25,Wallis and Futuna,22382,72
1424,Emily Reed,Female,56,Kazakhstan,69683,88
1425,Regina Ramos,Male,57,Uzbekistan,107999,50
1426,David Torres,Male,31,Equatorial Guinea,65276,84
1427,Robert Charles,Female,49,Taiwan,53402,16
1428,John Smith,Non-Binary,68,Jordan,111881,76
1429,Theresa Woods,Male,78,Tuvalu,130300,77
1430,Jeffrey Carter,Male,55,India,46946,39
1431,Adam Brooks,Female,50,Jordan,99698,89
1432,Justin Foster,Male,40,Swaziland,134690,46
1433,Omar Price,Female,32,Canada,132309,96
1434,Dennis Henderson,Female,50,Belgium,93933,88
1435,Phillip Kent,Female,42,Guinea,42335,47
1436,Melinda Mitchell,Female,34,Mozambique,65095,44
1437,Rhonda Gutierrez,Male,50,Bahrain,99930,9
1438,Catherine Roberts,Male,64,Mali,149974,87
1439,Lisa Nelson,Female,72,Dominican Republic,47197,50
1440,Chelsea Smith,Female,19,Switzerland,147619,77
1441,Joseph Lopez,Male,31,Burundi,42010,60
1442,Derrick Espinoza,Female,70,Reunion,44123,96
1443,Crystal Hernandez,Male,57,Timor-Leste,107923,15
1444,Glenn Collins DDS,Female,57,Lebanon,22890,36
1445,Mrs. Raven Rivera DVM,Female,68,Andorra,113305,63
1446,Amy Rowe,Female,56,Antigua and Barbuda,129162,69
1447,John Lee,Male,68,Azerbaijan,140927,86
1448,Ruth Clayton,Female,23,Ethiopia,28026,80
1449,Randy Wright,Male,23,Iraq,84925,41
1450,Jessica Rojas,Male,20,Israel,88842,74
1451,Joel Wise,Male,24,Jamaica,53665,24
1452,Vickie Kennedy,Male,68,Bolivia,29277,82
1453,Emily Morris,Male,25,Georgia,62239,49
1454,Amanda Pineda,Female,59,Greenland,67664,18
1455,Dawn Little,Female,69,Nigeria,68008,7
1456,Stephen Boyer,Non-Binary,32,Myanmar,34683,4
1457,Brian Chen,Female,64,Anguilla,20670,90
1458,Christopher Hill,Male,46,Saudi Arabia,109211,69
1459,Richard Smith,Female,50,Bangladesh,37889,60
1460,Richard Alvarez,Male,69,South Africa,75612,55
1461,Jacqueline Davis,Male,47,Brazil,64535,16
1462,Brandon Montgomery,Female,56,Australia,98542,99
1463,Yolanda Garrett,Female,44,Kiribati,74319,90
1464,Matthew Miles,Male,53,Myanmar,134072,82
1465,Beth Hall,Male,46,Libyan Arab Jamahiriya,112067,29
1466,Dr. Nicole Trujillo,Male,55,Papua New Guinea,41639,23
1467,Corey Norris,Female,74,Lao People's Democratic Republic,84712,14
1468,Chad Roach,Female,50,British Virgin Islands,36633,79
1469,Mr. Edward Terry,Female,78,United States Minor Outlying Islands,141145,49
1470,Cody Bailey,Male,54,El Salvador,54660,33
1471,Denise Guerra,Non-Binary,44,Argentina,88975,25
1472,Kristen Jones,Female,72,Angola,52172,21
1473,Edward Baker,Female,50,San Marino,79197,17
1474,Aaron Little,Female,79,Palau,121158,23
1475,Cody Smith,Female,21,Estonia,78847,57
1476,Patty Allen,Female,39,Mozambique,31577,81
1477,Mary Ryan,Female,19,Dominica,97299,58
1478,Joseph Jimenez,Male,27,Mauritius,40176,14
1479,Lisa Morris,Female,22,Seychelles,64386,93
1480,Ashley Mills,Female,76,Western Sahara,83972,20
1481,Russell Anderson,Female,27,Mexico,140018,30
1482,Christina Washington,Male,50,Bangladesh,109791,19
1483,Kenneth Huff,Male,71,Swaziland,61003,53
1484,Kelly Miles,Female,55,Saint Barthelemy,39996,56
1485,Jacob Obrien,Male,30,Monaco,120922,77
1486,Timothy Clark,Female,48,Saudi Arabia,106598,82
1487,Steve Miller PhD,Male,64,Reunion,55931,23
1488,Justin Hurley,Female,53,Togo,144168,62
1489,Jacob Erickson,Male,62,Russian Federation,55710,33
1490,Deborah Williams,Male,41,Niue,143099,18
1491,Eric Blackburn,Female,69,Qatar,54693,73
1492,Anne Hardy,Male,73,Faroe Islands,55740,33
1493,Chelsey Fox,Non-Binary,32,Montenegro,97241,32
1494,Mario White,Male,46,Afghanistan,128944,61
1495,Jennifer Garcia,Non-Binary,25,Germany,113583,54
1496,Heather Ellis,Female,22,Egypt,96502,17
1497,Sonya Jackson,Male,46,Papua New Guinea,37374,19
1498,James Morgan,Female,64,Russian Federation,96674,91
1499,Zachary Ramos,Male,21,Bahrain,136500,70
1500,Ethan Frey,Female,29,Ghana,101471,99
1501,Jacob Duran,Female,62,Slovenia,65913,34
1502,Nicholas Franklin,Female,19,China,143683,84
1503,Cindy Cannon,Male,44,Armenia,86025,25
1504,Dawn Nixon,Female,48,Equatorial Guinea,64516,68
1505,James Barber,Female,68,New Caledonia,107796,74
1506,Ms. Kelly Holder,Male,68,Netherlands,46069,74
1507,Eric Walker,Male,53,Macao,138333,88
1508,Alison Short,Female,53,Argentina,76233,85
1509,Desiree Spencer,Male,43,Sri Lanka,104811,11
1510,Tammy Moore,Male,60,Myanmar,79049,91
1511,Henry Taylor,Female,44,French Southern Territories,121820,16
1512,Kevin Hall,Female,22,Oman,138028,90
1513,Anna Ross,Female,37,Switzerland,59178,61
1514,Morgan Cummings,Female,28,Nepal,52821,94
1515,Carrie Petersen,Male,79,Swaziland,71727,80
1516,Laura Velez,Female,27,Luxembourg,80935,7
1517,Elizabeth Cross,Female,57,Vanuatu,36999,16
1518,Angela Brown,Female,55,United States Minor Outlying Islands,82522,99
1519,Hannah Montoya,Male,23,Indonesia,58712,16
1520,Sean Kane,Female,25,Slovenia,84551,40
1521,Matthew Guzman,Male,40,Netherlands,60172,12
1522,Richard Reyes,Male,64,Malta,53722,35
1523,Andrew Fernandez,Female,43,Lithuania,30625,21
1524,Jonathan Walker,Female,63,Northern Mariana Islands,87165,50
1525,Nicholas Long,Male,60,Czech Republic,96509,43
1526,Kurt Wagner,Female,29,Oman,26859,17
1527,Dylan Foster,Male,43,Bahrain,61609,32
1528,Bradley Duncan,Male,30,Congo,63307,41
1529,James Miller,Male,57,Kyrgyz Republic,130986,6
1530,Patricia Anderson,Non-Binary,79,Namibia,121582,88
1531,Justin Freeman,Male,35,Kazakhstan,41839,27
1532,Christina Gilbert,Female,42,Poland,47216,20
1533,Danielle Jones,Female,50,British Indian Ocean Territory (Chagos Archipelago),72953,25
1534,Erica Glass,Male,64,Suriname,104481,66
1535,Michael Henderson,Female,57,Israel,80593,9
1536,Frank Wheeler,Male,77,Hong Kong,92075,92
1537,Eric Huerta,Female,60,Netherlands Antilles,69522,53
1538,Wanda Ramos,Male,29,Micronesia,119161,61
1539,Andrew Meyers,Male,61,San Marino,24886,38
1540,James Todd,Female,53,French Guiana,131249,3
1541,Ashley Brown,Female,65,Bosnia and Herzegovina,27485,84
1542,Tammy Melton,Male,21,Isle of Man,51455,70
1543,Alexis Benson,Male,22,United States of America,131984,97
1544,Jerry Johnson,Male,73,Hong Kong,36767,55
1545,Joshua Harris,Female,54,Zimbabwe,132701,1
1546,Deanna Webb,Female,25,Bolivia,48453,70
1547,Brenda Hale,Female,59,Canada,96280,45
1548,Kevin Alvarado,Female,66,Cuba,122638,98
1549,Christopher Campbell,Female,45,Libyan Arab Jamahiriya,73442,47
1550,Lisa Brown,Female,48,France,71877,79
1551,Alejandra Price,Female,75,Zambia,32226,26
1552,Samuel Keller,Female,26,Australia,113405,14
1553,Alicia Dillon,Male,71,Libyan Arab Jamahiriya,42588,54
1554,Crystal James,Male,68,Lesotho,98976,71
1555,Ariana Stewart,Male,46,Montenegro,51709,46
1556,Kim Lopez,Female,31,Ethiopia,67788,31
1557,Judith House,Male,57,Egypt,108031,88
1558,David Moreno,Female,58,Djibouti,57019,59
1559,James Moore,Male,39,Switzerland,64948,95
1560,Harold Garrett,Female,28,China,85133,29
1561,William Mason,Female,40,Serbia,134444,96
1562,Lori Johns,Female,18,Gibraltar,86458,17
1563,Robin Johnson,Male,63,Jordan,137603,14
1564,Diana Hernandez,Male,54,Cocos (Keeling) Islands,47526,36
1565,Mary Miller,Non-Binary,38,Cote d'Ivoire,93493,58
1566,Tyler Salazar,Female,43,Saint Pierre and Miquelon,148585,24
1567,Crystal Allen,Female,63,Portugal,72198,63
1568,Wesley Browning,Female,53,Malawi,134100,91
1569,Joshua Clark,Female,71,Paraguay,143854,25
1570,Joshua Mcbride,Male,40,Namibia,119534,59
1571,Ellen Thornton,Non-Binary,74,Nauru,63395,32
1572,Brandy Forbes,Female,18,French Guiana,44031,82
1573,Brianna Fitzpatrick,Male,71,Mozambique,95542,18
1574,Emily Grant,Female,72,Mongolia,145814,37
1575,Bailey Stewart,Male,68,United States Minor Outlying Islands,57701,26
1576,Monica Cannon,Female,57,Brazil,132599,9
1577,Jennifer Jenkins,Female,32,New Caledonia,45939,99
1578,Timothy Shannon,Female,38,Kiribati,69145,64
1579,Denise Maxwell,Male,64,Sri Lanka,40324,72
1580,Cody Farmer,Non-Binary,26,American Samoa,42867,20
1581,Debra Bradley,Male,70,Bangladesh,20203,54
1582,David Mcdaniel,Female,26,Rwanda,36544,86
1583,Michael Woods,Male,27,Swaziland,35899,83
1584,Lisa Joseph,Male,69,United States Minor Outlying Islands,49063,30
1585,Samuel Henry,Male,74,Estonia,110880,53
1586,Corey Johnson,Male,70,Chad,23748,92
1587,Alexis Nelson,Male,43,Turks and Caicos Islands,125022,99
1588,Patrick Mcneil,Female,58,Jersey,137269,63
1589,Andrea Ho,Male,52,Thailand,86629,11
1590,Dr. Katherine Nguyen,Female,69,Zimbabwe,100764,31
1591,David Sullivan,Female,42,Panama,40884,49
1592,Nicolas James,Female,43,Burundi,45183,94
1593,Logan Newton,Male,28,Anguilla,101570,87
1594,Kelly Liu,Female,55,Croatia,91246,19
1595,Kelly Hayes,Female,19,Lao People's Democratic Republic,128036,12
1596,Amanda Forbes,Male,24,Austria,39259,15
1597,Jennifer Moss,Male,35,Malawi,55959,31
1598,Kelli Mccoy,Female,44,Kuwait,136525,43
1599,Eddie Sanders,Female,51,Svalbard & Jan Mayen Islands,53457,37
1600,Ronald Murray,Male,44,United Kingdom,105679,79
1601,Louis Brown,Female,34,Mauritania,145829,29
1602,Brenda Gallegos,Male,60,Tanzania,148216,26
1603,Nathan Wilson,Female,76,Chile,22103,2
1604,Teresa Horton,Female,61,Botswana,85901,84
1605,Jason Hayes,Female,76,Benin,132314,15
1606,Kevin Marquez,Female,68,Isle of Man,64535,4
1607,Jesse Wright,Female,71,Azerbaijan,36103,86
1608,Susan Hogan,Female,41,Tajikistan,118046,50
1609,Becky Wilson,Male,42,Cayman Islands,110012,38
1610,Jack Mills,Male,24,Panama,98278,23
1611,Richard Hunt,Female,69,Papua New Guinea,32391,59
1612,Jamie James,Female,23,Palestinian Territory,122476,90
1613,Susan Cunningham,Female,70,Antarctica (the territory South of 60 deg S),48901,75
1614,Brittany Melton,Female,41,Niue,140721,28
1615,Michael Barnes,Male,50,Spain,117537,66
1616,Randy Griffin,Female,66,Panama,101159,8
1617,Autumn Anderson,Female,46,Nigeria,87914,29
1618,Marcus King,Female,60,Eritrea,70357,11
1619,Scott Stephens,Male,39,Bhutan,106908,18
1620,Stephen Young,Female,43,Thailand,130335,55
1621,Karen Ortiz,Female,45,Venezuela,58437,50
1622,Kyle Sanchez,Female,67,United Arab Emirates,55503,14
1623,Lisa Grant,Female,38,Vietnam,116282,74
1624,Amber Hernandez,Male,66,Mauritius,113459,99
1625,Amanda Nash,Male,24,Western Sahara,95403,9
1626,Sara Evans,Male,34,South Georgia and the South Sandwich Islands,61258,99
1627,Amber Butler,Male,37,Belize,53724,11
1628,Michael Carr,Female,58,Dominica,84286,63
1629,Linda Cobb,Male,66,Heard Island and McDonald Islands,94842,76
1630,Jesse Riley,Female,37,Poland,124927,67
1631,Anna Evans,Male,71,Reunion,34908,53
1632,James Jones,Female,39,Sao Tome and Principe,112617,39
1633,Joshua Carter,Female,45,New Zealand,70626,78
1634,Michael Hill,Female,78,Montenegro,57228,56
1635,Kelly Dominguez,Non-Binary,57,Malawi,43386,28
1636,Ashley Blair,Male,66,Nauru,66754,75
1637,Victoria Webb,Male,24,Macedonia,130942,39
1638,Taylor Andersen,Female,18,Turks and Caicos Islands,48302,25
1639,Lee Stewart,Male,49,Slovakia (Slovak Republic),80815,21
1640,Whitney Gomez,Male,30,Mozambique,141084,10
1641,Justin Stone,Male,47,Kiribati,104748,43
1642,Katherine White,Male,40,United Arab Emirates,83344,15
1643,Michelle Krause,Male,68,Cameroon,55618,83
1644,Alexander Garrett,Male,76,Ukraine,131603,48
1645,Ryan Marsh,Male,73,Bouvet Island (Bouvetoya),96234,86
1646,Mrs. Felicia Castro DDS,Female,36,Belize,81114,21
1647,Curtis Campbell,Male,79,Kenya,137652,60
1648,Elizabeth Hunter,Female,49,Angola,90130,96
1649,Aaron Jennings,Male,47,Saint Martin,45525,50
1650,Nathaniel Gilbert,Male,46,Taiwan,99818,23
1651,Christopher Rivera,Female,66,Martinique,134589,13
1652,Michael Hendricks,Male,62,Macao,34334,69
1653,Maria Olson,Female,46,Nigeria,114715,4
1654,Stephanie Herrera,Female,47,Myanmar,82767,92
1655,Richard Gutierrez,Female,33,French Guiana,26644,78
1656,Sandy Evans,Female,57,Vanuatu,121154,72
1657,Emily Herrera,Male,36,Panama,133237,9
1658,Michael Marsh,Male,35,Madagascar,52933,35
1659,Heather Montes,Female,18,Antarctica (the territory South of 60 deg S),146366,21
1660,Andre Terrell,Female,31,Suriname,63469,58
1661,Sarah Duncan,Non-Binary,68,Swaziland,53687,18
1662,Kurt Hancock,Male,64,Thailand,126609,97
1663,Michele Edwards,Male,67,Barbados,72656,72
1664,Jason Crawford,Male,19,Mauritius,37375,81
1665,Jesse Sampson,Female,71,Vanuatu,134019,43
1666,Eric Rodriguez,Female,45,Iran,140735,95
1667,Paula Gentry,Female,66,Uganda,85206,98
1668,Alexander Webb,Male,67,Eritrea,116462,6
1669,Cheryl Mclean,Female,47,Gabon,56607,86
1670,Kelly Rowe,Female,55,Marshall Islands,103178,78
1671,Shane Short,Male,68,Burundi,43993,67
1672,Megan Anderson,Female,21,Central African Republic,64386,12
1673,Julia Reeves,Female,18,Senegal,143394,12
1674,April Randolph,Female,25,British Indian Ocean Territory (Chagos Archipelago),66287,66
1675,Linda Miller,Male,46,Korea,106724,2
1676,Angel Meyer,Male,72,Yemen,118132,15
1677,Emily Lane,Female,56,Turkmenistan,113308,23
1678,Steven Flores,Male,20,Turks and Caicos Islands,116393,29
1679,Donald Flores,Female,49,Guinea-Bissau,147314,81
1680,Bruce Hernandez,Male,27,Maldives,96312,96
1681,Adrian Dean,Female,27,Malawi,118371,7
1682,Christine Bell,Female,36,Saint Pierre and Miquelon,95324,94
1683,Charles Bush,Male,63,Vanuatu,91196,28
1684,David Jones,Non-Binary,51,Djibouti,90014,14
1685,Gina Wallace,Female,77,Montenegro,28210,44
1686,John Lowe,Male,50,Kazakhstan,30922,30
1687,Anthony Simmons,Non-Binary,40,Macedonia,56289,81
1688,Kyle Watkins,Male,72,Holy See (Vatican City State),149097,32
1689,Melissa Jensen,Female,45,Kazakhstan,53340,70
1690,Robert Marquez,Male,49,Venezuela,59850,88
1691,Kim Beltran,Female,67,Algeria,76984,6
1692,Julie Anderson,Female,24,Mauritania,123699,27
1693,Tamara Mcdonald,Male,46,China,133711,82
1694,Michael Mckinney,Female,25,Bahamas,104178,88
1695,David Walker,Female,18,Sudan,31094,24
1696,Lisa Durham,Male,74,Anguilla,107959,34
1697,Michael Ortega,Male,72,Eritrea,53418,40
1698,Sonya Chavez,Male,20,Mauritania,25741,47
1699,John Bell,Male,41,Aruba,131585,79
1700,Christopher Tate,Male,40,Italy,92374,75
1701,Bethany Garcia,Female,76,Lebanon,137275,86
1702,Rebecca Nguyen,Female,78,Ghana,142564,24
1703,Rebecca Patel,Male,25,Lebanon,88798,65
1704,Jason Oliver,Female,71,Papua New Guinea,136026,18
1705,Valerie Reyes,Male,74,Bermuda,90532,44
1706,Robert Garza,Non-Binary,64,Switzerland,130130,76
1707,Jessica Cobb,Female,54,Tajikistan,42164,57
1708,Cynthia Bates,Male,20,Cocos (Keeling) Islands,55595,28
1709,Timothy Andrews,Male,68,Tajikistan,50257,71
1710,Mr. Joel Peters,Female,50,Comoros,34211,23
1711,Casey Blanchard,Female,45,Hong Kong,115989,85
1712,Brian Cervantes,Female,64,Monaco,25232,34
1713,Jamie Snyder,Male,25,Belize,87753,11
1714,Ann Montoya,Female,51,French Southern Territories,72691,86
1715,Stephanie Fields,Male,52,Nauru,109765,35
1716,Charles Hernandez,Female,49,Iraq,99768,93
1717,Jean Lane,Non-Binary,41,Bermuda,45613,42
1718,Michael Stewart,Female,31,Serbia,34026,28
1719,Susan Torres,Female,49,Oman,73535,82
1720,Jessica Haas,Female,73,Paraguay,114090,78
1721,Brandon Smith,Female,63,Belize,50908,82
1722,Mrs. Bethany Phillips,Male,60,Vietnam,72113,92
1723,Joshua Brown,Male,33,Cayman Islands,39610,24
1724,Samantha Howard,Non-Binary,21,Madagascar,66646,8
1725,Sharon Young,Female,69,Uganda,125141,53
1726,Jennifer Flores,Female,54,Luxembourg,83185,72
1727,James Gardner,Female,71,Peru,92567,4
1728,Karen Lopez,Female,38,Svalbard & Jan Mayen Islands,67574,91
1729,Tim Larsen,Female,31,Namibia,143978,5
1730,Zachary Santiago,Male,48,Faroe Islands,145204,97
1731,Benjamin Smith,Female,72,Somalia,111051,49
1732,Katelyn Kim,Female,65,Chad,122020,98
1733,Angela May MD,Female,35,Nepal,56182,30
1734,Richard Munoz,Male,24,Paraguay,136136,72
1735,Christopher Hicks,Female,27,Jamaica,20570,63
1736,Joanna Kelly,Male,24,Moldova,117790,47
1737,Larry Lane,Female,50,United Kingdom,39288,26
1738,Cynthia Shaw,Male,40,Macedonia,98824,57
1739,Joshua Richardson,Male,38,Canada,49877,37
1740,Laura Bush,Male,36,Kyrgyz Republic,104425,98
1741,John Vaughn,Male,65,Saint Kitts and Nevis,20917,7
1742,Nicholas Terrell,Female,78,Sao Tome and Principe,95602,40
1743,Dr. Julie Miller,Male,36,India,115040,92
1744,Ann Kennedy,Female,53,Morocco,84575,39
1745,Toni Miller,Female,46,Western Sahara,92518,62
1746,Rebecca Edwards,Female,77,Paraguay,142115,92
1747,Greg Osborne,Female,35,Venezuela,59104,78
1748,Jose Harrison,Male,19,Thailand,38062,53
1749,Jennifer Yu,Male,18,Lesotho,36999,4
1750,Donna Johnson,Male,64,Papua New Guinea,81845,82
1751,Nicole Acosta,Male,22,Norfolk Island,29941,25
1752,Amy Kennedy,Female,37,Australia,81169,7
1753,Anthony Mooney,Female,28,Ethiopia,43470,28
1754,Lori Mitchell,Male,59,Aruba,149744,69
1755,Jonathan York,Male,19,Myanmar,130684,67
1756,Casey Campbell,Female,20,Guinea,79821,95
1757,Alexis Rodriguez,Male,40,Denmark,106669,20
1758,Kevin Hernandez,Male,72,Rwanda,138193,83
1759,Robert Green,Female,29,British Indian Ocean Territory (Chagos Archipelago),64435,11
1760,Kari Lloyd,Female,37,Eritrea,24529,67
1761,Grace Miller,Female,22,United Kingdom,103055,87
1762,Timothy Moore,Female,54,Somalia,32192,7
1763,Wyatt Townsend II,Female,55,Benin,94102,23
1764,Mark Clark,Male,47,Somalia,92762,61
1765,Haley May,Male,26,Morocco,123466,71
1766,Audrey Jackson,Female,51,Jamaica,134894,34
1767,Eric Reese,Male,70,Bouvet Island (Bouvetoya),106795,19
1768,Kim James,Non-Binary,61,Guinea,54087,58
1769,Karen Thomas,Male,52,Japan,86677,9
1770,Alexandra Ho,Male,69,Aruba,24627,48
1771,Michael Nixon,Male,75,Lithuania,76541,82
1772,Amanda Hardin,Female,39,United Arab Emirates,132805,41
1773,Tina Reynolds,Male,61,Mexico,88226,48
1774,Shannon Rogers,Male,41,Norway,125627,45
1775,Brett Pena,Female,34,Egypt,23255,25
1776,Raymond Curry,Female,27,Christmas Island,77433,78
1777,Leah Lee,Male,47,Libyan Arab Jamahiriya,25213,25
1778,Michael White,Male,73,Finland,122412,19
1779,Megan Decker,Female,76,Peru,39404,39
1780,Brent Garcia,Male,63,Uganda,136545,79
1781,Daniel Campbell,Non-Binary,40,Sri Lanka,45380,80
1782,Alexander Davis,Female,49,Portugal,111056,27
1783,Mary Houston,Female,34,Mexico,39173,74
1784,Margaret Erickson,Female,67,Micronesia,148833,63
1785,Scott Anderson,Male,68,Czech Republic,73027,68
1786,Stephanie Knight,Male,34,Grenada,43989,19
1787,Stephanie Dominguez,Female,31,Saint Kitts and Nevis,128106,28
1788,John Mayer,Male,26,Honduras,44519,85
1789,Tammy Hill,Male,57,Guinea,145803,78
1790,Steven Carrillo,Male,19,Botswana,42439,33
1791,Christopher Jones,Male,62,Slovakia (Slovak Republic),138570,10
1792,Janet Cook,Male,42,Venezuela,96949,83
1793,Tyler Baker,Female,56,Kuwait,34995,30
1794,John Mcfarland,Female,26,Morocco,43559,22
1795,Cassandra Vasquez,Female,71,South Georgia and the South Sandwich Islands,148028,3
1796,Randy Robinson,Male,39,Togo,130887,82
1797,Susan Baldwin,Female,60,Sri Lanka,109049,75
1798,Benjamin Duncan,Female,63,Palestinian Territory,25021,48
1799,Jeremy Mosley,Male,21,Paraguay,118000,2
1800,Martin Fitzpatrick,Female,43,Norway,41119,76
1801,Deborah Graves,Female,75,Indonesia,71539,54
1802,Laura Robertson,Female,46,Cocos (Keeling) Islands,114835,6
1803,Katherine Graham,Male,62,French Guiana,59350,40
1804,Priscilla Floyd,Male,51,Northern Mariana Islands,66223,93
1805,April Finley,Female,40,Aruba,45517,94
1806,Karen Bradley,Male,54,Turks and Caicos Islands,98653,2
1807,Heather Maldonado,Female,28,Netherlands Antilles,42250,73
1808,Mark Benjamin,Male,23,Vanuatu,104486,2
1809,Joseph Woodward,Female,35,Italy,102895,93
1810,Joe Miranda,Female,38,Reunion,109132,97
1811,Cassandra Williams,Male,59,Northern Mariana Islands,111066,74
1812,Connor Dominguez,Female,53,Finland,86798,98
1813,Lydia Howard,Female,58,Syrian Arab Republic,74199,55
1814,Mark Moss,Male,55,New Caledonia,143823,72
1815,Corey Cortez,Male,51,Honduras,79546,60
1816,Katherine Brown,Non-Binary,34,Hungary,148180,97
1817,Elizabeth Ferguson,Male,54,Mauritius,125686,6
1818,Joann Forbes,Female,42,Egypt,108151,19
1819,Anthony French,Female,55,Saint Helena,23327,96
1820,Bruce Roman,Male,75,Estonia,140318,27
1821,Judy Gregory,Female,29,Vietnam,49768,1
1822,Brittany Riley,Female,40,New Caledonia,84418,33
1823,Amanda Thomas,Female,70,Japan,114386,40
1824,Kaitlin Hardin,Female,59,Anguilla,136947,32
1825,Michael Anderson,Female,39,Ethiopia,62788,69
1826,Anthony Parker,Male,38,Korea,135945,17
1827,Joy Jackson,Female,44,Madagascar,102384,8
1828,Sabrina Rodriguez,Male,74,Georgia,66830,57
1829,Robert Walker PhD,Female,48,Canada,72446,42
1830,Robert Hendrix,Non-Binary,23,Bahrain,125078,98
1831,Erika Daugherty,Male,44,Kenya,35160,9
1832,Brenda Copeland,Female,57,Algeria,76583,87
1833,Pamela Watkins,Female,51,Cape Verde,53998,35
1834,Bryan Thomas,Non-Binary,29,Moldova,47230,71
1835,Michael Tran,Female,62,Guadeloupe,29076,79
1836,Timothy Williams,Female,74,Bosnia and Herzegovina,89341,53
1837,Ryan Salazar,Male,70,Hungary,51085,54
1838,Alexis Tucker,Female,24,Cambodia,75571,84
1839,Christopher Davis,Male,27,Cayman Islands,34715,25
1840,Stacie Butler,Non-Binary,62,Venezuela,148308,67
1841,Patricia Schwartz,Male,34,Guinea-Bissau,25750,62
1842,Mark Mills,Non-Binary,43,Morocco,133931,55
1843,Todd Bishop,Female,38,Senegal,98768,46
1844,Christopher Porter,Female,45,Ecuador,138544,24
1845,Lori Patton,Female,79,Sweden,55903,98
1846,Aaron Young,Female,75,Niue,92489,46
1847,Joseph Davis,Male,63,Ireland,52093,22
1848,Philip Fernandez,Male,19,Falkland Islands (Malvinas),111036,11
1849,Randy Hopkins,Male,77,Mauritania,107954,48
1850,Cory Hogan,Male,71,Mauritius,139277,8
1851,Tracy Wells,Male,60,Brunei Darussalam,54314,39
1852,Michael Williams,Male,18,Afghanistan,68225,35
1853,Dominique Hamilton,Male,68,Macao,107985,49
1854,Robert Chang,Female,70,Montenegro,103014,46
1855,Patrick Buckley,Female,53,Somalia,55179,38
1856,Richard Washington,Female,68,Slovakia (Slovak Republic),137305,8
1857,Steven Griffith,Female,43,Cyprus,132417,54
1858,Erika Gonzalez,Male,46,Ethiopia,45338,37
1859,Erika Maxwell,Female,38,Marshall Islands,112435,91
1860,Brent Rojas,Female,28,Iran,89681,92
1861,Jaime Walker,Female,57,Marshall Islands,52101,40
1862,John Zamora,Female,28,Qatar,22775,34
1863,Timothy Gibson,Male,53,Macao,131497,96
1864,Chad Cortez,Female,66,Denmark,117183,79
1865,Vanessa Harris,Male,76,New Zealand,65619,17
1866,Michael Brown,Male,56,Armenia,65838,33
1867,Samuel Ellis,Male,57,Turkmenistan,141316,47
1868,Greg Tanner,Male,52,Jordan,39539,52
1869,Rachel Little,Male,71,Burundi,122274,80
1870,Carolyn Cordova,Male,51,Eritrea,77124,93
1871,Angelica Vincent,Female,72,Indonesia,85149,9
